ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
155333081,Photo,Red-headed Quelea,Quelea erythrops,,Sue Oertli,2016-12-09,2016,12,9,550,Mozambique,MZ-S,Sofala,,Rio Savanne Wetlands,-19.6646138,35.0889405,Adult Male,,Unspecified,"","",,,,,,,S54538927,"",,,,Locally common and nomadic.,Quelea erythrops,rehque1,Species,30647,,2.67,3,,900,949
151196881,Photo,Red-headed Quelea,Quelea erythrops,,Craig Caldwell,2019-03-30,2019,3,30,620,Ghana,GH-CP,Central,,"Ebekawopa (Abrafo)--'farm scrub' habitat",5.3245900,-1.4044500,"",,Unspecified,"","",,,,,,,S54858375,"",,,"With back to camera; Bronze Mannikins also in photo",,Quelea erythrops,rehque1,Species,30647,,1.00,4,,2448,3264
149839241,Photo,Red-headed Quelea,Quelea erythrops,,Sue Oertli,2010-09-25,2010,9,25,603,South Africa,ZA-EC,Eastern Cape,,Nahoon Estuary Nature Reserve,-32.9826941,27.9396325,Juvenile Female,,Unspecified,"","",,,,,,,S54704769,"",,,,A locally common nomadic migrant that settled in the reserve in East London South Africa. .Red head that does not extend onto the brown streaked nape.,Quelea erythrops,rehque1,Species,30647,,3.00,4,,800,1200
147243401,Photo,Red-headed Quelea,Quelea erythrops,,Alain MATHURIN,2019-03-09,2019,3,9,700,Uganda,UG-N,Northern,,Murchison Falls NP--Pakuba,2.3337603,31.4664316,"",,Unspecified,"","",,,,,,,S54124247,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.67,3,,,
132315311,Photo,Red-headed Quelea,Quelea erythrops,,Bruce Ward-Smith,2014-12-17,2014,12,17,1249,Mozambique,MZ-S,Sofala,,Rio Maria,-19.7977202,34.9609337,"",,Unspecified,"","",,,,,,,S35177638,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.67,3,,900,1200
132293271,Photo,Red-headed Quelea,Quelea erythrops,,Shailesh Pinto,2018-03-03,2018,3,3,1000,South Africa,ZA-NL,Kwazulu-Natal,,Umkhumbi Lodge,-27.9053800,32.3625530,Adult Male,,Unspecified,"","",,,,,,,S44038517,"",,,,Along the highway after exiting the lodge,Quelea erythrops,rehque1,Species,30647,,3.25,4,,2241,3208
124431051,Photo,Red-headed Quelea,Quelea erythrops,,Nick Hudson,2018-11-11,2018,11,11,715,Mozambique,MZ-S,Sofala,,Dondo to Semacuesa,-19.3756640,34.7075690,"",,Unspecified,"","",,,,,,,S50041935,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.33,3,,3456,4608
124431001,Photo,Red-headed Quelea,Quelea erythrops,,Nick Hudson,2018-11-11,2018,11,11,715,Mozambique,MZ-S,Sofala,,Dondo to Semacuesa,-19.3756640,34.7075690,"",,Unspecified,"","",,,,,,,S50041935,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.75,4,,1825,2433
124429681,Photo,Red-headed Quelea,Quelea erythrops,,Nick Hudson,2018-11-10,2018,11,10,1114,Mozambique,MZ-S,Sofala,,Rio Savanne Wetlands,-19.6646138,35.0889405,"",,Unspecified,"","",,,,,,,S49826758,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.67,3,,2111,2815
111336141,Photo,Red-headed Quelea,Quelea erythrops,,Ian Davies,2018-07-24,2018,7,24,727,Uganda,UG-W,Western,,Murchison Falls NP--Nile Safari Lodge,2.2522264,31.5201563,"",,Unspecified,"","",,,,,,,S47633758,"",,,,likely more mixed in with quelea flocks moving overhead,Quelea erythrops,rehque1,Species,30647,,1.75,4,,1367,2912
111336111,Photo,Red-headed Quelea,Quelea erythrops,,Ian Davies,2018-07-24,2018,7,24,727,Uganda,UG-W,Western,,Murchison Falls NP--Nile Safari Lodge,2.2522264,31.5201563,"",,Unspecified,"","",,,,,,,S47633758,"",,,,likely more mixed in with quelea flocks moving overhead,Quelea erythrops,rehque1,Species,30647,,2.25,4,,1367,2912
108162691,Photo,Red-headed Quelea,Quelea erythrops,,Gil Ewing,2018-07-03,2018,7,3,1540,Uganda,UG-W,Western,,Farmbush just outside Budongo Forest,1.6818682,31.5406322,"","",Unspecified,"","",,,,,,,S46972475,"",,,Photo shows a distant small flock in the tall grass.,Flock included one breeding-plumaged adult male.,Quelea erythrops,rehque1,Species,30647,,1.50,4,Multiple species,1322,2008
88119431,Photo,Red-headed Quelea,Quelea erythrops,,Don Roberson,2013-12-17,2013,12,17,630,Ghana,GH-AH,Ashanti,,Bobiri Butterfly Sanctuary,6.6867100,-1.3442100,"",,Unspecified,"","",,,,,,,S16443066,"",,,digiscoped,"a half-dozen very plain 'finchy-birds' proved difficult, but I have photos. D. Erterius determined after the trip these were this species",Quelea erythrops,rehque1,Species,30647,,2.50,4,,1574,1884
81736141,Photo,Red-headed Quelea,Quelea erythrops,,Daryl Dell,2009-03-04,2009,3,4,0,South Africa,ZA-NL,Kwazulu-Natal,,Phinda GR--Airfield,-27.8591110,32.3086166,"",,Unspecified,"","",,,,,,,S41873891,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.33,6,,2716,1810
77725861,Photo,Red-headed Quelea,Quelea erythrops,,Brad Arthur,2017-12-09,2017,12,9,700,South Africa,ZA-NL,Kwazulu-Natal,,Amatikulu NR,-29.1186490,31.6021660,Adult Male,,Unspecified,"","",,,,,,,S40986690,"",,,,Large flock seen at the start of the 4x4 trail. 50-80 birds,Quelea erythrops,rehque1,Species,30647,,3.78,9,,1728,2385
77629731,Photo,Red-headed Quelea,Quelea erythrops,,Brad Arthur,2017-12-09,2017,12,9,700,South Africa,ZA-NL,Kwazulu-Natal,,Amatikulu NR,-29.1186490,31.6021660,"",,Unspecified,"","",,,,,,,S40986690,"",,,,Large flock seen at the start of the 4x4 trail. 50-80 birds,Quelea erythrops,rehque1,Species,30647,,2.83,6,,3456,4608
77629671,Photo,Red-headed Quelea,Quelea erythrops,,Brad Arthur,2017-12-09,2017,12,9,700,South Africa,ZA-NL,Kwazulu-Natal,,Amatikulu NR,-29.1186490,31.6021660,Adult Male,,Unspecified,"","",,,,,,,S40986690,"",,,,Large flock seen at the start of the 4x4 trail. 50-80 birds,Quelea erythrops,rehque1,Species,30647,,3.67,6,,1600,2197
74225151,Photo,Red-headed Quelea,Quelea erythrops,,Bassel Abi Jummaa,2014-12-25,2014,12,25,0,Mozambique,MZ-P,Cabo Delgado,,Afungi peninsula woodlands,-10.8046001,40.5054975,"",,Unspecified,"","",,,,,,,S40322279,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.17,6,,768,947
65649451,Photo,Red-headed Quelea,Quelea erythrops,,Francis Yap,2011-05-29,2011,5,29,1621,Singapore,SG-,Singapore,,"Lorong Halus Wetland (inc. Serangoon Reservoir and former 'Serangoon')",1.3957264,103.9257288,"",,Unspecified,"","",,,,,,,S38556874,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.00,1,,1200,800
37638051,Photo,Red-headed Quelea,Quelea erythrops,,Justyn Stahl,2007-06-05,2007,6,5,0,Tanzania,TZ-02,Dar es Salaam,,east of Dar,-6.8608150,39.3714380,"","",Unspecified,"","",,,,,,,S7389209,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.43,7,"Flock; Habitat; Watermark",683,1024
33383081,Photo,Red-headed Quelea,Quelea erythrops,,Justyn Stahl,2007-06-05,2007,6,5,0,Tanzania,TZ-02,Dar es Salaam,,east of Dar,-6.8608150,39.3714380,Adult Male,,Unspecified,"","",,,,,,,S7389209,"",,,,,Quelea erythrops,rehque1,Species,30647,,2.75,4,,1074,789
21370641,Photo,Red-headed Quelea,Quelea erythrops,,Daryl Dell,2009-03-04,2009,3,4,700,South Africa,ZA-NL,Kwazulu-Natal,,"Mzinene River, Phinda Private Game Reserve",-27.8787819,32.3324713,"","",Unspecified,"","",,,,,,,S26011362,"",,,,,Quelea erythrops,rehque1,Species,30647,,3.43,7,"Nest; Watermark",2000,1333
